"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Andres Gimenez","CLE","123","494","450","116","22","4","12","56","55","28","101","9","21","9","",".259",".313",".403",".716",".306","","86","0.2","-0.9","","-8.7","5.0","1.3","","142.6","19950"
"Luke Voit","NYY","109","474","410","103","17","1","23","66","67","52","123","6","1","0","",".251",".342",".468",".810",".341","","113","-0.7","-1.0","","7.2","-10.2","1.3","","87.8","14811"
"Wilson Ramos","DET","82","332","300","84","15","1","12","39","43","25","55","3","1","0","",".280",".338",".452",".789",".333","","105","-2.0","-1.6","","0.2","4.3","1.3","","258.7","1433"
"Mitch Garver","MIN","79","336","292","70","15","1","14","44","42","36","91","4","1","1","",".239",".327",".440",".767",".325","","101","-0.5","-1.3","","0.0","3.6","1.3","","208.7","15161"
"Jorge Soler","KCR","143","616","531","127","26","1","32","81","88","70","177","9","3","1","",".240",".336",".475",".811",".341","","110","-0.7","-0.9","","7.5","-15.8","1.3","","141.7","14221"
"Nick Ahmed","ARI","146","580","521","127","27","3","17","60","67","47","116","4","7","3","",".245",".310",".405",".715",".304","","84","0.7","-1.1","","-11.7","6.2","1.3","","513.7","12147"
"Chris Taylor","LAD","117","479","418","102","24","3","14","56","57","50","134","5","6","3","",".244",".329",".412",".741",".317","","98","0.6","-1.9","","-0.8","-1.6","1.3","","233.5","13757"
"Miguel Sano","MIN","149","619","537","123","24","1","37","84","95","70","231","4","2","1","",".228",".319",".486",".806",".335","","108","-1.0","-2.8","","5.3","-14.1","1.3","","209.6","12164"
"Victor Robles","WSN","150","598","533","133","27","3","17","69","69","40","135","16","21","8","",".250",".319",".407",".726",".309","","87","0.5","0.9","","-9.9","3.4","1.3","","118.7","18363"
"Keston Hiura","MIL","136","587","527","134","26","2","28","76","82","42","166","12","11","5","",".254",".321",".468",".789",".330","","101","-0.4","3.7","","0.7","-6.9","1.2","","73.5","20003"
"Maikel Franco","BAL","117","471","425","108","20","1","23","58","65","38","72","2","2","1","",".255",".317",".465",".782",".322","","100","-0.7","-2.2","","-0.8","-3.1","1.2","","440.9","12179"
"Jonathan Schoop","DET","131","544","502","127","23","3","24","65","72","27","129","8","2","1","",".253",".300",".452",".752",".314","","93","0.0","-2.9","","-5.1","-1.4","1.2","","389.4","11265"
"Justin Upton","LAA","133","559","485","114","21","1","28","72","80","59","165","8","4","2","",".236",".327",".455",".782",".331","","106","-0.1","-4.5","","4.3","-11.3","1.2","","348.2","5222"
"Amed Rosario","CLE","107","442","410","114","21","4","11","52","50","23","81","3","12","5","",".277",".318",".424",".742",".314","","91","0.8","-1.9","","-4.1","1.2","1.2","","434.0","15518"
"Bryan Reynolds","PIT","136","589","523","138","27","4","17","70","66","53","139","6","6","3","",".263",".335",".429",".764",".325","","100","-0.7","-2.4","","-0.7","-5.8","1.2","","330.4","19326"
"Tommy Edman","STL","126","556","506","134","24","5","13","67","55","35","102","7","14","5","",".265",".320",".406",".726",".310","","92","1.3","-1.8","","-4.6","-0.8","1.2","","129.2","19470"
"Austin Barnes","LAD","54","210","179","40","8","0","5","23","21","24","53","3","3","1","",".223",".323",".353",".676",".296","","84","-0.1","-0.1","","-4.5","4.4","1.2","","560.9","12158"
"Mike Yastrzemski","SFG","149","659","576","139","30","5","22","84","71","67","171","7","7","3","",".241",".325",".424",".749",".317","","97","0.0","0.3","","-2.8","-6.2","1.2","","138.5","14854"
"Trey Mancini","BAL","131","582","519","135","24","2","26","75","76","50","137","7","2","1","",".259",".330",".461",".791",".333","","107","0.0","0.3","","5.2","-13.5","1.2","","156.8","15149"
"Nick Solak","TEX","134","577","513","135","23","1","18","67","67","50","125","8","9","4","",".264",".336",".420",".755",".323","","91","0.2","-4.3","","-6.1","-2.0","1.2","","172.3","19294"
"Enrique Hernandez","BOS","97","399","352","87","19","2","16","52","51","38","80","4","3","1","",".246",".324",".450",".774",".325","","98","0.3","-0.6","","-0.9","-1.0","1.2","","377.1","10472"
"Josh Naylor","CLE","115","470","419","115","23","2","17","59","60","41","75","4","4","2","",".275",".342",".457",".799",".337","","107","-0.2","-1.2","","4.1","-8.6","1.2","","506.3","18839"
"Alex Dickerson","SFG","106","452","402","110","23","3","17","59","60","39","93","6","2","1","",".274",".345",".477",".822",".343","","114","-0.5","-4.8","","7.7","-10.2","1.2","","366.0","12649"
"Ryan Mountcastle","BAL","134","565","522","142","26","1","24","67","77","32","128","5","3","1","",".271",".317",".463",".780",".327","","103","-0.5","0.3","","1.6","-9.5","1.2","","156.5","18373"
"Andrew McCutchen","PHI","134","613","522","129","23","1","25","88","67","75","136","7","9","3","",".247",".346",".442",".788",".337","","106","-1.6","-4.7","","3.6","-11.4","1.2","","207.7","9847"
"Orlando Arcia","ATL","110","431","391","100","18","1","13","45","51","31","85","3","6","3","",".255",".311",".409",".720",".305","","85","0.4","1.9","","-8.0","6.0","1.2","","576.2","13185"
"Jason Heyward","CHC","126","523","451","111","20","3","15","59","58","60","97","5","5","2","",".247",".340",".402",".741",".318","","95","0.8","3.8","","-2.5","-2.5","1.2","","536.0","4940"
"Ty France","SEA","126","522","469","121","24","2","19","61","64","34","112","13","2","1","",".258",".323",".437",".760",".322","","104","-0.8","0.0","","1.5","-8.2","1.1","","252.9","17982"
"Austin Hays","BAL","113","474","437","110","20","1","19","56","58","26","102","5","9","4","",".252",".299",".435",".734",".309","","91","-0.1","2.0","","-5.6","0.7","1.1","","250.6","19363"
"Eduardo Escobar","ARI","141","607","549","136","26","5","22","71","77","48","120","5","3","2","",".249",".312",".435",".747",".312","","89","-0.2","-1.3","","-9.1","1.1","1.1","","314.1","6153"
"Clint Frazier","NYY","126","519","458","114","24","2","22","67","72","48","139","6","5","2","",".249",".326",".458",".784",".330","","105","-0.8","-3.3","","2.7","-9.6","1.1","","175.4","15983"
"Brandon Crawford","SFG","128","517","459","110","25","1","13","52","56","45","117","6","4","2","",".239",".313",".384",".697",".297","","83","-0.6","0.3","","-11.9","6.7","1.1","","573.0","5343"
"Robbie Grossman","DET","130","542","461","117","25","3","13","65","56","69","102","5","10","4","",".255",".356",".410",".766",".330","","103","-0.9","-2.7","","1.3","-9.2","1.1","","438.5","5254"
"Ji-Man Choi","TBR","91","389","327","79","17","1","14","49","47","53","96","4","2","1","",".243",".353",".429",".782",".334","","112","-0.5","0.2","","5.2","-7.8","1.1","","582.6","5452"
"Tucker Barnhart","CIN","96","381","332","76","15","1","10","40","41","41","86","3","2","1","",".230",".317",".372",".689",".297","","78","-1.6","3.5","","-12.8","11.5","1.1","","549.8","10200"
"Wil Myers","SDP","141","585","513","122","26","2","26","74","79","60","175","4","13","5","",".238",".321",".446",".767",".323","","101","1.1","-2.4","","1.6","-9.4","1.1","","130.9","10047"
"Evan Longoria","SFG","108","459","418","103","20","2","17","52","61","31","102","6","2","1","",".248",".305",".431",".736",".310","","92","-0.5","-0.1","","-5.2","1.3","1.1","","541.9","9368"
"Nick Senzel","CIN","122","528","474","121","28","3","17","66","59","42","126","5","15","6","",".255",".320",".428",".748",".318","","92","-0.3","-1.3","","-6.2","0.0","1.1","","202.3","19293"
"Hunter Dozier","KCR","144","622","548","132","26","6","21","72","76","63","169","4","5","2","",".241",".321",".422",".743",".316","","93","-1.0","-6.0","","-6.2","-5.0","1.0","","231.0","15117"
"Jesus Aguilar","MIA","120","504","440","109","21","1","22","61","66","53","118","5","2","1","",".248",".333",".448",".781",".331","","108","-1.1","0.2","","4.2","-9.8","1.0","","431.6","11342"
"Tom Murphy","SEA","83","338","308","66","13","1","14","36","41","23","117","3","3","1","",".214",".273",".400",".674",".284","","78","-0.3","0.5","","-10.0","5.8","1.0","","345.6","13499"
"Austin Meadows","TBR","117","522","465","115","24","3","22","69","65","45","127","5","10","4","",".248",".320",".453",".773",".324","","105","-0.7","-1.9","","2.8","-10.6","1.0","","77.5","15672"
"Mike Zunino","TBR","86","333","299","58","12","1","15","36","40","25","122","5","2","1","",".195",".265",".385",".651",".276","","73","-0.8","1.3","","-12.5","8.5","1.0","","571.2","13265"
"James McCann","NYM","102","427","387","88","15","1","15","45","52","30","124","6","3","1","",".228",".290",".386",".676",".288","","80","-0.8","2.7","","-12.2","11.2","1.0","","179.2","12859"
"Donovan Solano","SFG","125","530","490","140","29","2","8","56","54","28","99","5","2","1","",".285",".327",".398",".725",".310","","92","-0.9","-4.2","","-6.3","-1.0","1.0","","541.0","8623"
"Myles Straw","HOU","130","530","466","118","19","2","5","60","46","52","112","4","28","9","",".253",".331",".335",".666",".294","","85","1.7","-2.4","","-8.5","-0.3","1.0","","261.3","17620"
"Stephen Piscotty","OAK","125","514","458","112","24","1","19","59","64","43","119","7","4","2","",".244",".316",".425",".741",".315","","99","-0.2","-1.3","","-0.7","-7.6","1.0","","549.7","13367"
"David Peralta","ARI","130","553","498","133","26","3","18","64","70","44","120","5","2","1","",".267",".330",".437",".767",".324","","97","-0.5","0.9","","-2.6","-5.5","1.0","","285.0","2136"
"Teoscar Hernandez","TOR","147","614","549","132","25","3","31","81","90","54","192","4","9","4","",".240",".311",".467",".777",".325","","102","0.1","-3.0","","1.7","-13.8","0.9","","85.1","13066"
"Jason Castro","HOU","59","231","200","41","9","0","7","26","25","25","78","3","1","0","",".207",".302",".367",".669",".290","","82","-0.8","0.4","","-6.0","5.3","0.9","","577.7","8722"
"Nate Lowe","TEX","100","413","357","93","18","1","18","51","54","47","101","4","2","1","",".261",".351",".463",".814",".343","","105","0.0","0.6","","2.7","-7.8","0.9","","470.3","19566"
"Charlie Blackmon","COL","136","609","546","155","30","4","25","85","79","48","115","7","6","3","",".284",".348",".488",".836",".349","","101","-0.3","-3.8","","0.4","-10.6","0.9","","88.2","7859"
"Yuli Gurriel","HOU","146","609","558","151","32","2","21","74","83","37","76","7","4","2","",".270",".321",".449",".770",".324","","105","-1.2","-2.7","","2.9","-14.9","0.9","","358.7","19198"
"Manny Pina","MIL","48","194","173","41","8","1","6","20","22","15","48","3","1","0","",".238",".307",".389",".696",".298","","80","-0.5","1.4","","-5.5","5.5","0.9","","599.1","2829"
"Jackie Bradley Jr.","MIL","128","504","437","99","19","1","19","56","60","51","137","9","9","4","",".226",".316",".405",".721",".308","","87","0.9","4.5","","-7.7","0.8","0.9","","426.2","12984"
"Randal Grichuk","TOR","94","403","368","90","20","2","21","53","61","26","104","4","2","1","",".245",".300",".475",".774",".321","","100","0.0","-0.9","","-0.2","-4.6","0.9","","298.9","10243"
"Martin Maldonado","HOU","87","337","300","62","12","0","10","36","37","26","95","5","1","1","",".207",".281",".355",".635",".274","","71","-1.1","2.4","","-13.5","9.6","0.9","","549.1","6887"
"Austin Hedges","CLE","47","182","164","35","7","0","7","20","22","13","55","2","2","1","",".213",".278",".394",".672",".283","","71","-0.3","0.3","","-7.1","4.1","0.9","","599.8","12976"
"Yoshi Tsutsugo","LAD","83","346","294","69","13","1","15","43","44","46","97","2","1","0","",".234",".340",".438",".777",".329","","109","-0.2","0.9","","3.6","-6.7","0.9","","563.1","27459"
"Tyler O'Neill","STL","131","529","474","110","19","1","26","62","74","43","162","5","7","3","",".233",".301",".443",".744",".313","","94","0.2","2.6","","-4.0","-4.0","0.9","","382.9","15711"
"Bobby Dalbec","BOS","123","493","429","101","19","1","26","65","70","50","155","7","4","2","",".237",".324",".472",".796",".333","","103","-0.4","0.4","","1.4","-9.9","0.9","","260.4","19966"
"Victor Caratini","SDP","52","210","185","47","10","0","5","22","24","19","47","3","1","0","",".252",".328",".394",".721",".310","","92","-0.1","-0.1","","-2.3","3.4","0.9","","530.1","14968"
"A.J. Pollock","LAD","127","534","483","119","24","1","24","68","75","38","123","7","8","3","",".247",".309",".450",".759",".318","","98","0.0","-1.5","","-1.2","-7.5","0.8","","202.3","9256"
"Rowdy Tellez","TOR","92","384","342","88","18","1","19","51","57","33","90","5","3","1","",".258",".328",".478",".806",".336","","110","-0.7","0.4","","4.1","-9.2","0.8","","337.5","15679"
"Jurickson Profar","SDP","94","375","328","81","17","1","12","43","46","35","57","6","7","2","",".248",".329",".417",".746",".319","","97","0.3","0.5","","-0.9","-2.7","0.8","","340.4","10815"
"Christian Walker","ARI","133","563","497","124","27","2","23","68","76","54","146","6","4","2","",".249",".328",".450",".777",".327","","99","0.2","1.8","","-0.5","-9.3","0.8","","209.6","13419"
"Kyle Higashioka","NYY","42","166","152","34","6","0","8","20","23","10","43","2","1","0","",".225",".279",".424",".703",".295","","81","-0.1","-0.2","","-4.0","3.3","0.8","","565.6","5517"
"Daulton Varsho","ARI","61","246","219","56","10","2","8","29","30","20","49","3","7","3","",".255",".324",".438",".762",".322","","96","0.0","0.5","","-1.4","1.8","0.8","","293.9","19918"
"Travis Shaw","MIL","85","348","298","68","13","1","15","42","46","42","93","3","2","1","",".229",".328",".433",".761",".323","","97","-0.8","-1.1","","-2.2","-0.8","0.8","","564.8","11982"
"Chad Pinder","OAK","79","326","294","72","15","1","13","38","41","24","81","4","1","1","",".246",".309",".430",".738",".311","","97","-0.6","-1.5","","-1.9","-1.4","0.8","","581.0","15191"
"Jared Walsh","LAA","94","391","347","85","16","2","19","51","54","34","113","5","1","1","",".245",".317",".463",".780",".327","","104","-0.4","0.7","","1.5","-7.1","0.8","","241.4","18607"
"Franchy Cordero","BOS","94","378","340","88","21","2","15","49","50","30","110","3","7","3","",".258",".322",".460",".782",".329","","100","0.4","-0.8","","0.4","-5.6","0.8","","466.3","14567"
"Corey Dickerson","MIA","126","545","502","133","28","4","19","64","66","33","101","4","4","2","",".264",".313",".448",".760",".317","","99","-0.7","-1.8","","-1.5","-8.1","0.8","","448.7","10762"
"Alex Avila","WSN","63","247","203","42","8","0","8","27","26","37","87","3","2","1","",".205",".333",".365",".698",".304","","83","-0.8","1.0","","-6.3","6.3","0.8","","599.6","7476"
"Joey Wendle","TBR","89","370","337","86","18","2","6","39","36","22","74","7","9","3","",".254",".309",".375",".685",".293","","84","0.3","0.2","","-7.1","1.9","0.8","","383.5","13853"
"Yan Gomes","WSN","75","300","268","63","13","1","11","32","37","24","75","4","1","1","",".234",".304",".406",".710",".300","","81","-0.6","1.0","","-8.3","7.3","0.8","","307.1","9627"
"Shogo Akiyama","CIN","86","373","325","87","15","2","9","46","38","39","75","4","8","4","",".267",".350",".409",".760",".327","","98","-0.6","-0.6","","-1.7","-2.9","0.7","","571.8","27461"
"Ha-seong Kim","SDP","60","248","221","58","11","1","8","29","30","21","41","2","6","2","",".260",".329",".418",".747",".318","","97","-0.1","0.0","","-1.0","0.5","0.7","","999.0","27506"
"Josh Bell","WSN","136","583","499","128","25","2","28","77","87","74","127","5","2","1","",".256",".355",".478",".833",".347","","112","-2.1","-6.8","","6.8","-18.2","0.7","","136.4","13145"
"Dylan Moore","SEA","107","444","393","89","19","2","14","51","47","35","114","9","20","9","",".228",".304",".389",".693",".297","","87","0.1","-1.1","","-7.4","-0.8","0.7","","125.2","18042"
"Mauricio Dubon","SFG","97","383","352","95","17","2","10","41","44","22","67","3","8","4","",".270",".315",".409",".725",".308","","91","-0.1","-1.8","","-4.8","-0.1","0.7","","294.9","16530"
"Jonathan India","CIN","125","515","454","110","22","3","14","56","56","46","121","8","7","3","",".241",".320",".392",".712",".305","","84","-0.2","0.0","","-11.4","2.1","0.7","","999.0","21523"
"Dominic Smith","NYM","127","530","477","121","26","1","21","64","72","40","129","6","3","1","",".254",".318",".450",".768",".324","","103","-0.5","-4.3","","1.6","-11.4","0.7","","130.1","15653"
"Alex Kirilloff","MIN","89","361","330","90","18","2","11","44","45","22","70","4","5","2","",".272",".323",".439",".763",".322","","99","-0.1","0.0","","-0.8","-4.9","0.7","","300.9","20325"
"Ramon Urias","BAL","58","236","211","53","12","0","7","26","26","18","53","3","2","1","",".253",".318",".412",".729",".311","","92","-0.3","0.4","","-2.7","1.4","0.7","","600.3","18795"
"Jon Berti","MIA","78","338","294","72","14","1","6","38","28","33","79","6","14","5","",".244",".329",".360",".690",".302","","89","1.2","-0.7","","-3.8","-0.2","0.7","","311.0","12037"
"Rio Ruiz","COL","89","363","324","79","15","1","12","40","42","33","76","2","2","1","",".244",".315",".409",".724",".308","","90","-0.5","0.1","","-5.1","-0.9","0.7","","586.1","14103"
"Carter Kieboom","WSN","87","348","303","73","14","1","9","37","38","36","81","5","3","1","",".242",".329",".383",".712",".308","","86","-0.2","0.4","","-6.6","2.1","0.7","","527.6","19958"
